"directorio","secuencia_p","orden","sex","age","relab","y_total_m","ocu","totalHoursWorked","p6210","sizeFirm","informal","fex_c"
4738005,1,2,0,33,4,1200000,1,35,5,1,1,290.940789245168
4738006,1,1,0,48,3,6e+05,1,48,4,1,1,195.421159876617
4738006,1,2,1,30,1,1021953,1,48,5,5,0,195.421159876617
4738007,1,2,1,32,1,3070833.5,1,40,6,5,0,218.715258762655
4738007,1,1,0,56,4,9e+05,1,49,6,1,1,218.715258762655
4738009,1,1,1,44,4,1800000,1,60,4,1,1,234.820047703386
4738009,1,2,0,19,1,5e+05,1,24,6,3,1,234.820047703386
4738011,1,1,0,42,4,781242,1,50,3,1,0,206.349786865442
4738012,1,1,1,46,1,850000,1,48,3,2,1,241.860815603744
4738012,1,2,0,44,4,3e+05,1,65,3,1,1,241.860815603744
4738013,1,1,0,61,1,5696666.5,1,48,6,5,0,228.269448829458
4738013,1,2,0,28,4,4e+05,1,12,6,1,0,228.269448829458
4738014,1,1,1,21,1,988619.6875,1,48,5,5,0,411.323511937049
4738015,1,2,0,20,4,6e+05,1,48,5,2,1,200.133810361656
4738016,1,1,1,24,4,1e+06,1,48,4,3,1,234.95430449183
4738016,1,2,0,23,1,5e+05,1,60,5,2,1,234.95430449183
4738016,2,1,1,44,1,5e+05,1,48,5,5,1,234.95430449183
4738016,2,2,0,35,1,8e+05,1,48,5,3,1,234.95430449183
4738017,1,1,0,34,2,972551.75,1,50,6,5,0,243.665648185634
4738018,1,1,1,50,1,1266666.625,1,50,5,5,0,234.012592637884
4738018,1,3,0,27,1,1000453,1,48,5,5,0,234.012592637884
4738019,1,1,0,53,4,789600,1,72,6,1,0,226.21953812988
4738019,1,2,0,28,1,525000,1,70,6,3,1,226.21953812988
4738019,1,3,1,25,1,932743,1,48,5,5,0,226.21953812988
4738019,1,5,1,44,1,841242,1,45,3,5,0,226.21953812988
4738022,1,1,1,37,2,5933333.5,1,40,6,5,0,248.25282260993
4738022,1,2,0,31,1,3791666.75,1,40,6,5,0,248.25282260993
4738023,1,1,1,32,1,964619.6875,1,48,5,5,0,252.747005557077
4738023,1,2,0,28,1,720000,1,48,4,2,0,252.747005557077
4738027,1,1,1,65,4,6e+05,1,48,4,3,1,235.292708536096
4738027,1,2,0,61,1,9e+05,1,54,4,2,1,235.292708536096
4738031,1,1,0,55,4,5e+05,1,84,5,1,1,238.767680158416
4738033,1,2,0,19,1,936544.3125,1,38,6,5,0,206.349786865442
4738034,1,1,0,36,1,879453,1,49,6,5,0,283.685616906169
4738035,1,2,1,57,1,4e+06,1,48,5,5,0,213.316618126625
4738035,1,1,0,52,2,4500000,1,48,6,5,0,213.316618126625
4738041,1,1,1,55,1,975000,1,48,4,4,0,224.202808079957
4738041,1,2,0,49,1,866666.6875,1,48,5,3,0,224.202808079957
4738041,1,3,0,21,1,830000,1,48,6,3,0,224.202808079957
4738042,1,1,1,45,4,6e+05,1,48,3,1,1,232.737021196809
4738043,1,1,0,46,4,4e+05,1,4,1,2,1,194.735169725626
4738043,1,2,1,59,1,846325.3125,1,48,3,5,0,194.735169725626
4738045,1,1,0,47,3,866666.6875,1,48,5,1,0,235.483565632645
4738045,1,2,0,24,4,1100000,1,50,6,5,0,235.483565632645
4738045,1,4,1,23,4,1100000,1,70,6,5,0,235.483565632645
4738046,1,1,1,49,4,7e+05,1,50,5,1,1,179.594564860574
4738047,1,3,1,30,2,1800000,1,48,6,5,0,184.492532887792
4738049,1,1,1,24,4,7e+05,1,66,5,1,1,220.186231757416
4738050,1,1,1,34,1,1841666.625,1,48,6,4,0,220.143794721924
4738051,1,1,1,75,1,5e+05,1,40,3,2,1,264.955748444113
4738052,1,1,0,28,1,7e+05,1,48,5,2,1,344.873871849654
4738054,1,1,1,32,4,1e+06,1,65,6,1,1,237.449671681848
4738055,1,1,1,39,1,1500000,1,48,5,2,1,232.737021196809
4738055,1,2,0,32,5,1500000,1,48,6,2,1,232.737021196809
4738056,1,1,1,46,4,3300000,1,48,5,5,0,290.940789245168
4738056,1,2,0,30,2,2062000,1,48,6,5,0,290.940789245168
4738058,1,3,0,20,1,240000,1,20,6,2,1,178.157719952185
4738058,1,2,0,24,1,8e+05,1,32,6,2,1,178.157719952185
4738059,1,2,0,25,1,994619.6875,1,72,5,5,0,311.080421060358
4738059,1,1,1,43,4,1200000,1,72,5,1,1,311.080421060358
4738059,1,3,1,27,1,994619.6875,1,48,5,5,0,311.080421060358
4738060,1,2,0,22,1,750000,1,68,5,2,1,220.186231757416
4738064,1,1,0,34,4,1e+06,1,40,6,1,1,263.675632545902
4738066,1,1,1,31,1,3412500,1,50,6,5,0,232.737021196809
4738066,1,2,0,26,1,1388211,1,40,6,5,0,232.737021196809
4738067,1,1,0,54,1,1171544.375,1,48,6,2,0,238.952997700595
4738067,1,2,0,42,4,440000,1,40,4,1,1,238.952997700595
4738068,1,1,1,57,4,9e+05,1,65,5,1,1,254.027121455288
4738068,1,2,1,26,4,8e+05,1,60,5,1,1,254.027121455288
4738069,1,1,1,57,1,935244.6875,1,48,4,3,0,293.464850572063
4738069,1,3,0,37,1,936119.6875,1,48,6,5,0,293.464850572063
4738070,1,1,1,25,1,1235244.625,1,40,6,4,0,232.737021196809
4738070,1,2,0,26,1,1538211,1,48,6,4,0,232.737021196809
4738071,1,1,1,26,4,750000,1,60,5,1,1,232.737021196809
4738071,1,2,0,40,4,450000,1,50,5,1,1,232.737021196809
4738072,1,1,0,33,4,250000,1,48,3,1,1,224.55493864382
4738072,1,2,1,27,4,3e+05,1,50,4,1,1,224.55493864382
4738073,1,1,1,54,4,9e+05,1,70,3,1,0,237.449671681848
4741435,1,1,1,32,2,1813764.625,1,112,5,5,0,230.728478112113
4741435,1,5,0,43,4,420000,1,30,3,1,1,230.728478112113
4741436,1,1,1,26,1,846345.5,1,48,3,2,1,321.665104450547
4741436,1,2,0,29,4,9e+05,1,60,6,1,1,321.665104450547
4741436,3,1,1,39,4,1100000,1,48,3,1,0,321.665104450547
4741437,1,1,0,50,1,869453,1,48,5,4,0,174.881914375534
4741437,1,2,1,25,1,9e+05,1,48,5,3,1,174.881914375534
4741437,1,5,1,42,4,8e+05,1,48,6,1,1,174.881914375534
4741438,1,1,1,35,1,1610294.375,1,48,5,5,0,322.009048049183
4741438,1,2,0,40,1,2518333.5,1,48,6,4,0,322.009048049183
4741439,1,3,1,30,1,1019908.6875,1,48,6,5,0,247.509638388359
4741699,1,1,0,39,1,2163500,1,52,6,5,0,196.739168353185
4741699,1,2,0,19,4,210000,1,20,6,1,1,196.739168353185
4742684,1,2,0,37,1,7850000,1,40,6,5,0,343.476317919129
4742684,1,1,1,42,1,4333333.5,1,40,6,5,0,343.476317919129
4742685,1,3,1,25,1,1488211,1,48,6,4,0,258.438265377184
4742685,1,2,1,63,4,8e+05,1,70,5,1,0,258.438265377184
4742685,1,4,1,21,1,782000,1,48,6,5,0,258.438265377184
4742686,1,1,1,67,1,992743,1,48,3,5,0,292.189279130988
4742827,1,1,0,53,1,1188211,1,48,5,5,0,243.665648185634
4744374,1,2,1,54,4,4e+05,1,48,3,2,1,218.715258762655
4744375,1,1,1,41,1,5362500,1,50,6,3,0,139.370885637232
4744376,1,3,0,32,4,5900000,1,45,6,5,0,241.508685039882
4744377,1,3,0,31,3,750000,1,40,6,1,0,241.508685039882
4744379,1,2,0,53,3,250000,1,16,4,1,1,295.129450058123
4744379,1,3,0,31,1,1418211,1,48,6,5,0,295.129450058123
4744379,1,5,1,25,1,3250000,1,48,6,5,0,295.129450058123
4744380,1,2,0,51,4,4e+05,1,18,5,1,0,195.421159876617
4744380,1,1,1,53,1,1802004.75,1,48,6,4,0,195.421159876617
4744380,1,3,0,23,1,781242,1,50,6,5,1,195.421159876617
4744381,1,2,0,41,1,1e+07,1,40,6,5,0,322.009048049183
4744381,1,1,1,36,1,5533333,1,48,6,5,0,322.009048049183
4744382,1,4,0,26,1,888211,1,48,6,5,0,223.31172022673
4744382,1,2,1,28,4,3e+06,1,20,6,3,0,223.31172022673
4744383,1,1,0,31,1,992744.6875,1,48,5,3,0,311.080421060358
4744383,1,5,1,35,3,1e+05,1,35,3,1,1,311.080421060358
4744383,1,2,1,30,1,1809877.625,1,48,4,5,0,311.080421060358
4744384,1,3,0,47,3,866666.6875,1,48,4,1,0,188.551546245825
4744384,1,5,0,46,1,3250000,1,48,6,5,0,188.551546245825
4744384,1,6,1,47,5,3e+06,1,70,6,2,0,188.551546245825
4744385,1,1,0,52,1,5e+05,1,8,6,2,1,215.473581272377
4744385,1,2,0,21,1,1300000,1,60,6,5,0,215.473581272377
4744386,1,1,1,26,1,1237500,1,48,5,5,0,246.573466088783
4744387,1,2,0,47,4,250000,1,40,6,1,1,232.737021196809
4744387,1,1,1,51,5,2e+06,1,40,6,2,0,232.737021196809
4744388,1,1,1,50,4,5e+06,1,15,6,1,0,181.399397442463
4744389,1,1,1,58,4,1500000,1,70,3,2,1,246.221335524921
4744390,1,1,1,56,1,3575000,1,60,6,5,0,230.580058051056
4744390,1,3,0,28,4,4100000,1,55,6,5,0,230.580058051056
4744390,1,4,1,26,4,3300000,1,50,6,5,0,230.580058051056
4744391,1,2,0,37,4,1500000,1,48,6,5,0,244.564923004088
4744391,1,1,1,33,1,3435000,1,52,6,5,0,244.564923004088
4744392,1,2,0,54,1,2700000,1,51,6,5,0,295.550416194571
4744392,1,5,0,50,3,781242,1,48,1,1,0,295.550416194571
4744393,1,4,1,28,4,1200000,1,50,6,1,0,230.580058051056
4744393,1,3,0,32,4,3e+06,1,30,6,1,0,230.580058051056
4744395,1,1,1,52,4,1200000,1,54,5,1,1,207.78663177383
4744396,1,1,1,37,4,1e+06,1,48,6,2,1,243.098494466463
4744396,1,3,1,30,4,1e+06,1,48,5,2,1,243.098494466463
4744397,1,1,1,61,1,1279877.625,1,60,5,2,0,262.526239222971
4744397,1,5,0,24,4,2789000,1,40,6,5,0,262.526239222971
4744397,1,3,0,30,2,2715333.5,1,40,6,5,0,262.526239222971
4744397,1,6,1,27,4,3150000,1,40,6,5,0,262.526239222971
4744399,1,2,0,39,4,5e+06,1,60,6,5,0,214.002608277616
4744399,1,3,1,39,4,1400000,1,79,6,1,0,214.002608277616
4744400,1,1,1,38,1,934556.5,1,50,5,4,0,301.999063688915
4744400,1,2,0,29,1,996556.5,1,48,5,2,0,301.999063688915
4744401,1,1,0,48,2,2161166.5,1,30,6,5,0,252.747005557077
4744401,1,2,1,50,2,2125000,1,30,6,5,0,252.747005557077
4744402,1,1,1,64,5,2e+06,1,50,6,3,0,264.955748444113
4744403,1,1,0,28,2,1587000,1,44,6,5,0,322.009048049183
4744404,1,1,1,48,1,994575.3125,1,60,5,2,0,232.737021196809
4744405,1,1,0,22,4,5e+05,1,48,6,3,1,182.870370437225
4744405,1,2,1,22,4,9e+05,1,48,6,2,1,182.870370437225
4744409,1,2,1,32,1,2708333.25,1,48,6,5,0,218.715258762655
4744410,1,2,0,61,2,7083333,1,30,6,5,0,199.980845843463
4744410,1,3,1,27,1,921119.6875,1,48,6,5,0,199.980845843463
4744411,1,2,0,34,1,489500,1,40,6,2,0,252.747005557077
4744411,1,1,1,36,1,1327833.375,1,112,3,2,0,252.747005557077
4744412,1,2,0,37,1,1388211,1,48,5,5,0,338.628934858116
4744413,1,2,0,35,4,4e+05,1,70,4,1,1,282.822496178226
4744413,1,1,1,41,1,866666.6875,1,72,3,2,1,282.822496178226
4744414,1,2,1,61,4,3e+05,1,42,1,1,1,246.221335524921
4744415,1,2,0,27,1,869453,1,45,6,5,0,309.490611633776
4744415,1,3,0,35,5,1200000,1,54,6,2,0,309.490611633776
4744416,1,1,1,36,1,3180000,1,48,6,5,0,193.264196730865
4744416,1,4,1,62,2,3020833.25,1,48,6,5,0,193.264196730865
4744416,1,2,0,36,4,7e+05,1,42,5,1,1,193.264196730865
4744419,1,2,1,59,1,3966666.75,1,48,5,5,0,299.842100543163
4744419,1,3,1,35,1,2281000,1,48,6,5,0,299.842100543163
4744420,1,1,0,34,5,2e+06,1,30,6,2,1,215.473581272377
4744422,1,1,1,26,4,6e+05,1,48,5,1,1,232.737021196809
4744422,1,2,0,35,4,3e+06,1,50,6,5,0,232.737021196809
4744423,1,1,1,62,4,1200000,1,35,4,1,1,222.927236638882
4744424,1,1,1,55,4,8e+05,1,72,6,1,1,246.221335524921
4744425,1,2,1,51,4,6e+05,1,48,3,2,1,224.55493864382
4744425,1,4,0,24,1,899453,1,60,5,2,0,224.55493864382
4744426,1,2,0,32,1,2166666.75,1,48,6,5,0,322.009048049183
4744426,1,1,1,34,1,1929877.625,1,65,6,4,0,322.009048049183
4744427,1,1,0,59,4,5e+05,1,25,3,1,1,229.64388575148
4744428,1,2,0,47,1,979453,1,48,4,4,0,215.431144236885
4744429,1,1,0,62,1,3583333.25,1,50,6,4,0,229.64388575148
4744430,1,1,1,49,4,4e+06,1,48,6,5,0,237.449671681848
4744431,1,1,0,55,1,1210711,1,48,5,5,0,218.029268611664
4744431,1,3,0,20,1,781242,1,35,4,4,1,218.029268611664
4744431,1,2,1,58,4,3e+05,1,48,6,1,1,218.029268611664
4744432,1,1,0,53,1,3799666.75,1,55,6,5,0,235.271957440137
4744432,1,2,1,23,4,120000,1,12,6,1,1,235.271957440137
4744433,1,1,0,28,1,995244.6875,1,48,5,4,0,292.809411313105
4744435,1,1,1,41,4,1200000,1,40,6,1,1,232.737021196809
4744435,1,2,0,38,4,1500000,1,25,6,4,0,232.737021196809
4744437,1,1,1,32,1,1800000,1,70,6,5,0,237.449671681848
4744440,1,1,1,49,4,7e+05,1,60,5,1,1,215.431144236885
4744440,1,2,0,48,1,1145333.375,1,36,5,5,0,215.431144236885
4744441,1,1,1,46,1,3250000,1,40,6,5,0,368.010340627637
4744442,1,1,1,61,4,1e+06,1,40,6,1,1,281.395812028481
4744442,1,2,0,58,1,1063211,1,48,6,4,0,281.395812028481
4744445,1,1,1,37,1,1706000,1,70,5,5,0,331.132842456118
4744446,1,1,0,44,1,1193333.375,1,78,3,2,0,214.002608277616
4744446,1,3,1,41,4,1e+06,1,54,3,1,0,214.002608277616
4744448,1,2,0,19,1,869453,1,60,6,4,0,200.133810361656
4744449,1,4,1,36,1,869453,1,48,3,3,1,210.040812549974
4744449,1,5,0,31,1,984877.6875,1,48,5,5,0,210.040812549974
4744450,1,1,1,45,2,6249999.5,1,40,6,5,0,250.984610010679
4744451,1,1,1,35,1,2850000,1,48,6,5,0,232.737021196809
4744451,1,2,0,34,1,2266666.75,1,42,6,5,0,232.737021196809
4744452,1,1,1,55,5,1.2e+07,1,10,6,4,0,232.051031045818
4744453,1,1,1,56,1,14200000,1,40,6,4,0,235.292708536096
4744453,1,2,0,57,1,9e+05,1,40,6,4,1,235.292708536096
4744453,1,3,1,26,1,2708333.25,1,40,6,4,0,235.292708536096
4744454,1,3,0,41,4,2800000,1,48,6,5,0,233.363227108217
4744455,1,1,0,49,1,2113333.25,1,42,6,5,0,249.314470970249
4744457,1,1,0,38,1,927786.3125,1,48,5,3,0,278.490686772945
4744458,1,1,1,66,1,1787500,1,66,6,4,1,276.009925759864
4744458,1,3,0,37,1,2708333.25,1,50,6,3,0,276.009925759864
4744459,1,2,1,20,1,988211,1,48,5,5,0,322.051485084675
4744460,1,1,1,47,1,1093211,1,48,6,3,0,230.932188614919
4744460,1,2,0,49,1,964556.5,1,48,4,3,0,230.932188614919
4744460,1,3,1,25,4,7e+05,1,40,6,1,1,230.932188614919
4744461,1,1,1,57,4,9e+05,1,48,6,1,1,264.955748444113
4744463,1,3,1,24,5,1800000,1,40,6,2,1,227.839053169591
4744464,1,1,1,47,1,968119.6875,1,48,3,4,0,195.421159876617
4744464,1,2,0,46,1,869453,1,56,5,5,0,195.421159876617
4744465,1,1,1,45,1,21083334,1,55,6,5,0,175.067231917713
4744465,1,3,1,30,4,2e+06,1,50,6,2,1,175.067231917713
4744465,1,2,0,51,5,2e+06,1,20,6,2,1,175.067231917713
4744465,1,6,0,35,3,975833.3125,1,48,5,1,0,175.067231917713
4744467,1,1,1,48,1,720000,1,78,4,3,1,203.073981288791
4744467,1,4,0,26,1,1453211,1,48,6,5,0,203.073981288791
4744471,1,2,0,42,1,1200000,1,48,6,3,1,215.431144236885
4744471,1,1,1,35,1,2166666.75,1,48,6,5,0,215.431144236885
4744472,1,1,1,50,1,1616666.625,1,48,6,5,0,280.141809711265
4744472,1,2,1,26,1,1e+06,1,48,6,5,0,280.141809711265
4744472,1,3,1,28,1,1647666.625,1,60,6,5,0,280.141809711265
4744473,1,1,1,45,1,4096000,1,50,3,5,0,389.508694994892
4744473,1,2,0,41,3,1255244.625,1,48,3,1,0,389.508694994892
4744474,1,3,0,57,3,866666.6875,1,48,5,1,1,216.558295616903
4744474,1,4,1,53,1,1e+06,1,48,4,2,1,216.558295616903
4744475,1,1,1,43,4,8e+05,1,40,5,1,0,195.421159876617
4744475,1,2,0,39,4,3e+06,1,50,6,5,0,195.421159876617
4744477,1,2,0,36,1,7e+05,1,75,6,2,1,195.421159876617
4744477,1,1,1,38,1,1e+06,1,48,5,2,1,195.421159876617
4744478,1,1,1,45,1,3250000,1,66,3,5,0,247.377325408799
4744478,1,3,0,24,1,1013333.3125,1,42,5,5,0,247.377325408799
4744478,1,5,0,21,1,869453,1,52,6,5,0,247.377325408799
4744479,1,1,1,37,4,780000,1,35,4,2,1,281.88078432428
4744480,1,2,0,54,4,720000,1,58,4,1,1,260.243097959074
4744481,1,1,1,28,1,2462000,1,56,5,4,0,342.01903240945
4744483,1,1,1,35,4,2e+06,1,48,5,1,1,215.431144236885
4744484,1,2,0,48,1,5e+05,1,60,5,2,1,232.737021196809
4744484,1,1,1,39,5,1e+06,1,60,4,2,1,232.737021196809
4744485,1,4,0,31,1,1063211,1,60,5,5,0,190.708509391578
4744485,1,1,0,50,4,150000,1,35,4,2,1,190.708509391578
4744486,1,3,0,18,4,50000,1,35,5,2,1,178.157719952185
4744487,1,1,1,59,1,1e+06,1,35,5,1,1,264.955748444113
4744488,1,1,1,61,1,869453,1,48,1,4,1,299.185070879924
4744488,1,2,0,55,1,1100000,1,54,4,4,1,299.185070879924
4744488,1,4,1,25,4,120000,1,48,4,1,1,299.185070879924
4744488,1,3,0,21,1,840000,1,42,4,3,1,299.185070879924
4744489,1,1,1,56,1,1540411,1,48,3,5,0,356.876523671986
4744489,1,4,1,20,1,1604877.625,1,48,6,5,0,356.876523671986
4744493,1,1,0,57,4,320000,1,40,1,1,1,229.64388575148
4744494,1,1,1,55,1,899453,1,43,5,4,0,246.221335524921
4744494,1,2,0,57,1,588211,1,24,5,4,0,246.221335524921
4744495,1,1,1,23,1,6e+05,1,30,5,3,1,257.502093077608
4744496,1,1,1,28,4,1600000,1,48,5,3,1,371.261106181021
4744497,1,1,1,61,4,7e+05,1,48,4,1,1,235.292708536096
4744497,1,3,1,37,4,250000,1,48,5,1,1,235.292708536096
4744498,1,2,1,41,1,1725000,1,50,6,4,0,251.870158309536
4744498,1,3,1,69,4,4e+05,1,4,3,1,1,251.870158309536
4744498,1,4,1,66,4,1100000,1,56,6,2,1,251.870158309536
4744500,1,1,1,58,5,1e+06,1,35,6,2,0,235.292708536096
4744500,1,3,1,26,1,984044.3125,1,48,6,4,0,235.292708536096
4744501,1,1,1,52,1,5e+05,1,48,3,2,1,237.449671681848
4744502,1,1,1,63,1,16041667,1,60,5,4,0,329.50514045118
4744502,1,2,0,38,1,8866667,1,48,6,5,0,329.50514045118
4744503,1,2,1,35,1,4500000,1,55,6,5,0,252.747005557077
4744503,1,1,0,34,2,1e+07,1,40,6,5,0,252.747005557077
4744504,1,1,1,38,1,3501000,1,40,6,5,0,246.573466088783
4744504,1,2,1,24,4,1e+06,1,48,6,1,1,246.573466088783
4744505,1,2,0,37,1,4250000,1,16,6,5,0,256.877416438355
4744506,1,1,1,35,1,5500000,1,39,6,4,0,209.032497601776
4744506,1,2,1,42,4,1500000,1,78,6,1,0,209.032497601776
4744506,1,6,1,32,1,1088211,1,12,6,5,0,209.032497601776
4744506,1,7,1,31,4,2e+06,1,25,6,1,1,209.032497601776
4744506,1,5,1,38,1,1688211,1,28,6,5,0,209.032497601776
4744508,1,1,0,40,3,930711,1,41,3,1,0,311.12285809585
4744508,1,2,1,44,1,962786.3125,1,40,3,4,0,311.12285809585
4744509,1,1,0,56,4,5e+05,1,60,4,5,1,199.604549220841
4744509,1,3,1,30,2,2066666.625,1,72,6,5,0,199.604549220841
4744509,1,2,1,38,1,1279877.625,1,48,4,3,0,199.604549220841
4744510,1,2,0,50,4,2e+06,1,20,6,1,1,232.737021196809
4744511,1,1,1,39,1,2438333.25,1,50,6,5,0,252.747005557077
4744512,1,1,1,58,1,881953,1,48,5,4,0,274.079542851049
4744512,1,2,1,23,1,954877.6875,1,48,6,3,0,274.079542851049
4744513,1,1,1,35,1,850000,1,60,3,2,1,246.573466088783
4744515,1,1,0,39,1,963619.6875,1,48,5,4,0,238.952997700595
4744518,1,1,0,63,4,4e+05,1,48,3,1,1,268.837631225195
4744518,1,4,0,41,1,974711,1,48,3,5,0,268.837631225195
4744519,1,1,0,32,2,1838211,1,48,6,5,0,243.665648185634
4744520,1,1,1,65,1,1950000,1,60,3,5,0,241.508685039882
4744521,1,1,1,58,1,7e+06,1,48,6,3,0,185.61137531869
4744521,1,2,0,53,1,1041666.6875,1,40,6,4,0,185.61137531869
4744522,1,1,1,21,1,1350000,1,56,5,5,0,289.448274249523
4744523,1,1,0,39,4,6e+05,1,36,5,5,1,225.872947120388
4744523,1,3,1,19,4,5e+05,1,40,5,1,1,225.872947120388
4744523,1,5,0,18,4,5e+05,1,32,4,5,1,225.872947120388
4744524,1,1,0,55,1,846242,1,49,6,5,0,192.328024431289
4744525,1,3,0,23,1,8e+05,1,48,5,2,1,290.681408655105
4744527,1,1,1,32,1,1616666.625,1,48,6,5,0,232.737021196809
4744529,1,1,1,33,4,2700000,1,62,6,5,0,237.449671681848
4744530,1,1,0,45,3,1006666.6875,1,48,3,2,0,243.665648185634
4744531,1,1,1,56,5,2500000,1,42,5,4,1,264.955748444113
4744533,1,2,1,21,1,869453,1,48,5,5,0,220.186231757416
4744534,1,1,1,28,4,1e+06,1,48,5,1,1,232.737021196809
4744534,1,2,0,26,1,963703,1,48,5,2,0,232.737021196809
4744535,1,1,1,38,1,2479166.75,1,40,6,5,0,252.747005557077
4744535,1,2,0,41,1,2852333.25,1,40,6,5,0,252.747005557077
4744536,1,1,0,42,1,1017371.4375,1,56,6,5,0,169.03392554525
4744536,1,2,0,22,1,890286.3125,1,48,6,3,0,169.03392554525
4744537,1,1,1,46,4,1200000,1,40,6,2,0,204.544954283552
4744537,1,2,0,40,4,1e+06,1,60,5,1,0,204.544954283552
4744538,1,1,0,40,4,3e+06,1,48,6,5,0,226.35977122571
4744539,1,1,0,23,1,1534453,1,48,6,3,0,131.718064225058
4744539,1,4,0,19,1,781242,1,48,5,2,1,131.718064225058
4744540,1,1,1,36,4,780000,1,60,5,1,1,220.143794721924
4744541,1,1,0,59,3,105000,1,3,3,1,1,229.64388575148
4744542,1,1,0,59,3,481500,1,20,4,1,0,252.164765953316
4744542,1,2,0,35,1,1054877.625,1,44,5,4,0,252.164765953316
4744542,1,3,0,33,1,1041453,1,58,5,5,0,252.164765953316
4744544,1,1,1,52,1,1656000,1,48,5,4,0,195.421159876617
4744544,1,2,0,48,1,1356711,1,48,5,4,0,195.421159876617
4744545,1,1,1,49,1,1301953,1,48,4,5,0,237.449671681848
4744546,1,1,1,23,1,1e+06,1,48,4,2,1,240.196216117684
4744546,1,2,0,24,1,1396953,1,48,5,5,0,240.196216117684
4744547,1,1,1,46,1,1279877.625,1,48,4,4,0,210.718493751846
4744547,1,3,0,26,3,941453,1,48,5,1,0,210.718493751846
4744550,1,1,1,28,1,941119.6875,1,48,4,2,0,371.261106181021
4744550,1,2,0,32,1,839575.3125,1,40,5,1,0,371.261106181021
4744552,1,1,0,51,4,1500000,1,70,5,2,1,322.987657384251
4744552,1,4,0,28,1,899453,1,48,6,4,0,322.987657384251
4744553,1,1,1,28,1,921544.3125,1,60,5,5,0,232.737021196809
4744554,1,1,0,32,1,8e+05,1,48,6,2,1,243.665648185634
4744555,1,2,0,40,1,998119.6875,1,45,5,5,0,272.756989917344
4744555,1,1,1,40,1,1125211,1,48,5,4,0,272.756989917344
4744556,1,1,1,36,1,9e+05,1,48,5,2,1,237.449671681848
4744557,1,1,0,41,1,16250000,1,40,6,4,0,394.054532458247
4744557,1,5,0,41,3,1083333.375,1,54,4,2,0,394.054532458247
4744557,1,2,1,56,1,10833333,1,40,6,4,0,394.054532458247
4744558,1,1,1,47,1,1300000,1,40,6,4,0,301.512239583593
4744558,1,2,0,47,1,1e+06,1,40,6,4,0,301.512239583593
4744558,1,6,0,62,3,781242,1,48,3,1,1,301.512239583593
4744559,1,1,1,27,1,2912500,1,48,6,5,0,237.449671681848
4744561,1,1,1,26,1,1026953,1,48,5,5,0,181.399397442463
4744562,1,1,0,34,1,1063211,1,48,6,5,0,272.799426952837
4744565,1,1,0,23,1,781242,1,48,5,4,1,269.395852853762
4744565,1,2,1,25,1,962786.3125,1,48,5,4,0,269.395852853762
4744568,1,2,0,36,1,2e+05,1,20,5,2,1,273.806996775658
4744568,1,1,1,52,4,1e+06,1,60,4,1,0,273.806996775658
4744570,1,1,0,53,1,2106000,1,48,6,5,0,206.349786865442
4744571,1,1,0,67,4,50000,1,2,6,1,0,218.715258762655
4744571,1,2,1,35,1,1588211,1,40,6,5,0,218.715258762655
4744572,1,1,0,49,4,1500000,1,40,6,1,0,187.615373946249
4744574,1,2,1,58,4,7e+05,1,50,6,1,1,260.243097959074
4744575,1,1,1,57,4,1200000,1,40,4,1,1,185.61137531869
4744575,1,2,0,49,1,2254877.75,1,48,6,5,0,185.61137531869
4744576,1,1,1,44,1,2146544.25,1,48,6,5,0,158.105298556425
4744576,1,3,0,23,1,934536.3125,1,48,6,3,0,158.105298556425
4744577,1,1,0,65,4,1500000,1,40,6,2,0,229.64388575148
4744578,1,5,0,20,3,843742,1,48,5,1,0,159.423307032993
4748048,1,2,0,62,1,950000,1,40,5,5,0,255.345129931856
4748048,1,1,1,63,1,1283333.375,1,48,6,5,0,255.345129931856
4748048,1,3,1,23,1,450000,1,40,6,5,1,255.345129931856
4748049,1,2,0,49,4,1.5e+07,1,48,6,1,0,158.105298556425
4748049,1,1,1,51,1,31250000,1,60,6,5,0,158.105298556425
4748050,1,2,0,69,4,350000,1,40,3,1,1,246.221335524921
4749946,1,1,1,38,4,4e+06,1,48,6,1,1,299.842100543163
4749946,1,2,0,37,4,2e+06,1,42,6,1,1,299.842100543163
4749947,1,1,1,58,5,3500000,1,60,5,2,0,244.60182048521
4749947,1,3,0,32,4,2500000,1,48,6,5,0,244.60182048521
4749947,1,4,1,30,1,350000,1,60,5,2,1,244.60182048521
4749948,1,1,0,33,1,1883544.375,1,60,5,5,0,158.105298556425
4749948,1,2,1,37,1,1330000,1,48,5,2,0,158.105298556425
4749949,1,1,0,61,4,2300000,1,40,6,5,0,229.64388575148
4752899,1,4,1,29,1,3e+05,1,48,5,2,1,230.932188614919
4752899,1,1,0,47,5,5e+05,1,48,3,2,1,230.932188614919
4752899,1,3,1,39,4,8e+05,1,48,3,1,1,230.932188614919
4752900,1,1,1,54,1,1.5e+07,1,55,6,5,1,252.747005557077
4752902,1,3,0,54,3,1075000,1,50,3,2,0,241.508685039882
4752903,1,1,0,42,4,8e+05,1,70,6,1,0,160.851842992261
4752906,1,1,1,53,1,1123211,1,48,5,5,0,215.129637673742
4752906,1,4,0,28,1,1288211,1,48,5,5,0,215.129637673742
4752906,1,3,0,29,1,1550711,1,48,6,5,0,215.129637673742
