"directorio","secuencia_p","orden","sex","age","relab","y_total_m","ocu","totalHoursWorked","p6210","sizeFirm","informal","fex_c"
4559990,1,7,0,28,1,930929.4375,1,48,5,3,0,223.894317123774
4559991,1,2,0,37,1,1160929.375,1,48,5,5,0,225.494674107657
4559992,1,1,0,52,1,9e+06,1,40,6,5,0,212.15194600022
4559994,1,1,1,53,1,4116666.75,1,48,6,5,0,209.813242554956
4559995,1,1,0,49,1,917211,1,48,6,5,0,218.091600565805
4559996,1,2,0,53,3,930929.4375,1,60,3,1,0,259.447568904764
4559997,1,1,1,50,2,4666666.5,1,40,6,5,0,240.570060295446
4559997,1,2,0,49,1,4875000,1,70,6,5,0,240.570060295446
4560000,1,1,1,35,1,898619.6875,1,60,5,5,0,259.447568904764
4560001,1,1,1,27,2,1496544.375,1,60,6,5,0,233.880945070259
4560002,1,1,1,55,4,781242,1,49,3,5,1,252.257036721957
4560002,1,3,1,25,1,869453,1,60,3,5,0,252.257036721957
4560002,1,4,1,23,1,869453,1,60,3,5,0,252.257036721957
4560003,1,1,1,47,4,650000,1,48,4,1,1,258.698108245163
4560003,1,2,0,37,1,560000,1,48,5,2,1,258.698108245163
4560004,1,3,0,35,1,869453,1,48,5,5,0,272.790297012202
4560005,1,2,0,23,1,1603416.625,1,48,6,5,0,225.056345460028
4560006,1,1,0,26,1,1300000,1,40,6,4,0,236.969109175124
4560007,1,1,0,37,1,750000,1,48,5,2,1,193.274437390901
4560008,1,2,0,23,4,40000,1,10,4,1,1,201.040389213836
4560009,1,1,0,46,1,869453,1,48,3,5,0,215.752897120541
4560011,1,1,1,24,1,1163211,1,48,5,5,0,244.672200530728
4560011,1,4,1,49,1,1163211,1,48,5,5,0,244.672200530728
4560013,1,1,1,22,1,1200000,1,96,5,2,1,199.214091956487
4560013,1,2,0,25,1,9e+05,1,48,5,2,1,199.214091956487
4560013,1,3,1,22,1,5e+05,1,48,5,2,1,199.214091956487
4560014,1,1,1,50,4,4e+05,1,60,3,1,1,238.732545965142
4560014,1,2,0,47,1,1484262.75,1,48,5,5,0,238.732545965142
4560015,1,1,1,27,1,930929.4375,1,48,4,5,0,262.800248480445
4560015,1,2,0,28,1,930929.4375,1,48,4,4,0,262.800248480445
4560016,1,1,1,48,1,1200000,1,48,6,5,0,263.111380492417
4560017,1,1,1,45,1,2083333.375,1,48,6,5,0,469.26081145972
4560017,1,2,0,39,1,2083333.375,1,48,6,5,0,469.26081145972
4560018,1,1,1,46,1,1271544.375,1,42,5,5,0,263.111380492417
4560019,1,1,1,26,4,1500000,1,72,6,1,0,258.698108245163
4560022,1,1,1,62,1,1018687.4375,1,56,6,4,0,252.319897189289
4561874,1,1,1,49,2,5554666.5,1,50,6,5,0,161.814672840406
4561874,1,2,0,48,1,3108333.25,1,48,6,5,0,161.814672840406
4561874,1,3,1,19,1,781242,1,48,5,5,0,161.814672840406
4562153,1,1,1,54,4,6e+05,1,40,3,1,1,231.848547455165
4562155,1,1,1,32,1,8e+05,1,80,4,4,1,266.173538473202
4562155,1,2,0,28,3,105000,1,60,4,1,1,266.173538473202
4562156,1,1,1,32,1,930929.4375,1,48,5,2,0,295.471537099868
4562156,1,2,0,20,1,930929.4375,1,48,6,2,0,295.471537099868
4562158,1,2,0,24,3,921666.6875,1,32,5,1,1,251.334631921531
4564442,1,2,1,25,1,987500,1,48,6,4,0,193.458072034825
4564442,1,1,0,51,1,1038211,1,40,5,2,0,193.458072034825
4564442,1,3,1,23,1,1300000,1,48,6,5,0,193.458072034825
4564444,1,1,1,44,4,1e+06,1,56,3,1,1,299.077159851527
4564444,1,2,0,43,4,5e+05,1,14,4,1,0,299.077159851527
4564444,1,8,1,56,4,6e+05,1,42,1,1,1,299.077159851527
4564445,1,1,0,26,1,279166.65625,1,20,6,3,1,275.072731878752
4564448,1,2,0,57,1,320000,1,16,5,3,1,204.709228367107
4564448,1,1,1,49,1,988211,1,48,5,3,0,204.709228367107
4564448,1,4,1,27,1,988211,1,48,5,5,0,204.709228367107
4564449,1,1,0,30,1,1443000,1,45,6,5,0,275.072731878752
4564450,1,1,1,34,4,2750000,1,32,6,5,0,207.756412932239
4564451,1,2,0,36,1,3358333.25,1,48,6,5,0,207.756412932239
4564452,1,1,0,38,1,1107687.375,1,30,6,2,0,285.659622939568
4564453,1,2,0,29,2,2390000,1,50,5,5,0,266.173538473202
4564453,1,1,1,28,2,1866666.625,1,66,6,5,0,266.173538473202
4564454,1,2,1,43,1,1e+06,1,98,5,2,1,247.933412790695
4564455,1,1,1,29,1,1198453,1,78,5,5,0,240.747740860715
4564456,1,1,1,53,1,1042718.4375,1,48,4,3,0,207.756412932239
4564457,1,1,0,48,2,2491666.75,1,30,6,5,0,193.458072034825
4564457,1,3,1,26,1,1383877.625,1,54,6,3,0,193.458072034825
4564458,1,1,1,35,1,1250000,1,74,5,3,0,240.747740860715
4564459,1,1,1,35,4,3500000,1,84,5,2,0,248.181868273978
4564459,1,3,0,21,1,1462500,1,48,6,3,0,248.181868273978
4564460,1,1,1,30,1,1461476.375,1,48,5,5,0,207.756412932239
4564460,1,2,0,33,1,1311083.375,1,48,5,5,0,207.756412932239
4564461,1,1,1,30,1,1371544.375,1,38,6,5,0,207.756412932239
4564461,1,2,0,26,1,1388211,1,48,6,5,0,207.756412932239
4564462,3,1,0,22,3,8e+05,1,84,6,1,1,315.523763038279
4564464,1,1,0,27,1,2400000,1,40,6,5,0,262.462088636604
4564464,1,2,1,27,4,1070000,1,40,6,4,0,262.462088636604
4564464,1,4,0,24,1,1025711,1,48,6,5,0,262.462088636604
4564465,1,1,0,39,1,720000,1,48,6,2,1,251.875197575788
4564465,1,2,1,39,4,1200000,1,66,5,4,1,251.875197575788
4564466,1,1,1,56,4,1500000,1,48,5,2,0,180.971831393315
4564466,1,3,0,29,1,2166666.75,1,45,6,5,0,180.971831393315
4564466,1,4,1,22,1,430000,1,24,5,2,1,180.971831393315
4564467,1,1,1,62,4,7e+05,1,36,4,1,0,286.225764411613
4564468,1,1,1,62,2,4361162.5,1,38,6,5,0,249.20494739234
4564468,2,1,0,61,1,1116544.375,1,48,5,5,0,249.20494739234
4564469,1,1,1,29,1,1e+06,1,50,6,2,1,207.756412932239
4564469,1,2,0,29,5,2e+06,1,50,6,2,0,207.756412932239
4564470,1,1,1,32,2,1869333.25,1,36,6,5,0,251.893318110576
4564471,1,1,1,28,1,959929.4375,1,40,5,5,0,266.173538473202
4564471,1,2,0,32,1,884453,1,56,5,2,0,266.173538473202
4564472,1,1,0,66,4,240000,1,16,3,1,1,280.924740719171
4564472,1,2,1,35,1,897453,1,48,5,4,0,280.924740719171
4564473,1,3,1,19,1,781242,1,40,6,5,0,179.159731137411
4564473,1,1,1,36,1,1517811,1,48,5,5,0,179.159731137411
4564473,1,2,0,35,1,1e+06,1,48,6,5,0,179.159731137411
4564474,1,2,1,30,1,2166666.75,1,48,6,4,0,207.756412932239
4564474,1,1,0,28,4,2e+05,1,48,6,2,1,207.756412932239
4564475,1,1,1,52,4,1500000,1,25,5,1,1,272.508414043163
4564475,1,4,0,18,4,1e+05,1,20,5,1,1,272.508414043163
4564476,1,1,1,49,4,750000,1,72,4,1,0,207.756412932239
4564477,1,4,0,24,1,828211,1,36,6,5,0,262.480209171392
4564477,1,1,1,33,1,1200000,1,75,3,4,1,262.480209171392
4564478,1,1,1,36,1,1200000,1,50,3,4,0,240.747740860715
4564479,1,1,0,41,1,6e+05,1,48,5,3,1,191.97488550775
4564479,1,3,1,27,4,2e+05,1,30,5,1,1,191.97488550775
4564479,1,2,0,48,1,6e+05,1,48,3,3,1,191.97488550775
4564479,1,5,1,19,1,450000,1,48,4,3,1,191.97488550775
4564479,1,6,1,20,1,650000,1,48,4,3,1,191.97488550775
4564479,1,7,0,19,1,6e+05,1,48,5,3,1,191.97488550775
4564479,1,8,1,20,1,550000,1,48,5,3,1,191.97488550775
4564480,1,1,1,55,1,1083877.625,1,48,4,3,0,223.644327685497
4564480,1,5,0,33,1,930929.4375,1,48,6,5,0,223.644327685497
4564481,1,1,0,43,1,930929.4375,1,48,5,5,0,257.081061679528
4564482,1,2,0,32,1,1550000,1,80,6,5,0,296.030223288913
4564483,1,2,0,24,1,988211,1,54,6,4,0,212.944156501191
4564483,1,3,0,49,4,480000,1,40,3,1,1,212.944156501191
4564484,1,1,1,64,5,2e+06,1,80,5,3,1,276.786005351805
4564484,1,3,1,28,1,1300000,1,60,6,3,1,276.786005351805
4564484,1,4,0,22,1,2009416.625,1,48,6,5,0,276.786005351805
4564486,1,1,1,46,5,3e+06,1,112,5,2,1,193.458072034825
4564486,1,2,0,42,1,2e+05,1,70,6,2,1,193.458072034825
4564487,1,1,0,24,1,840000,1,84,6,2,1,237.036291024117
4564488,1,1,0,28,1,1500000,1,48,6,3,1,216.655606337789
4564489,1,2,0,18,1,720000,1,48,5,3,1,290.072389608004
4564489,1,1,1,22,1,880000,1,41,5,2,1,290.072389608004
4564490,1,1,1,30,4,1400000,1,50,4,4,1,218.883869647312
4564490,1,2,0,29,4,1200000,1,60,5,4,1,218.883869647312
4564490,1,4,0,27,1,1212333.375,1,56,5,5,0,218.883869647312
4564492,1,2,0,42,4,4e+05,1,80,6,2,1,318.764230991534
4564494,1,1,1,44,4,1200000,1,48,3,2,1,189.746622198227
4564494,1,3,1,24,1,931119.6875,1,48,5,5,0,189.746622198227
4564497,1,1,1,35,1,1904211,1,50,6,3,0,262.480209171392
4564498,1,1,0,32,4,2600000,1,78,6,1,0,266.173538473202
4564498,1,2,1,36,4,3e+06,1,60,6,1,0,266.173538473202
4564500,1,3,0,25,1,7e+05,1,12,6,5,1,296.359794123874
4564500,1,2,0,48,1,930929.4375,1,48,3,4,0,296.359794123874
4564501,1,1,1,55,1,4229000,1,48,6,5,0,293.338433379047
4564502,1,1,1,21,1,1630000,1,48,5,5,0,304.352609970631
4564504,1,2,0,39,1,891333.3125,1,48,4,5,0,251.875197575788
4564504,1,1,1,32,1,862333.3125,1,48,5,3,0,251.875197575788
4564505,1,3,1,25,4,1500000,1,35,4,2,1,266.199114290989
4564505,1,2,0,61,4,1e+05,1,20,5,1,0,266.199114290989
4564508,1,1,0,36,4,80000,1,28,5,1,1,436.043888139016
4564509,1,1,1,30,1,1800000,1,40,6,4,1,251.893318110576
4564509,1,2,0,31,1,3141416.75,1,40,6,5,0,251.893318110576
4564511,1,7,0,24,3,869453,1,45,4,1,1,180.636024869766
4564511,1,6,1,24,1,280000,1,24,4,5,1,180.636024869766
4564512,1,2,1,49,1,1704877.625,1,72,3,5,0,266.173538473202
4564512,1,1,0,29,1,930929.4375,1,48,5,5,0,266.173538473202
4564513,1,1,1,50,1,7e+05,1,48,5,4,1,261.921522982347
4564513,1,2,0,22,1,7e+05,1,48,6,3,1,261.921522982347
4564514,1,1,0,53,1,950711,1,48,5,4,0,216.655606337789
4564516,1,1,0,64,3,680000,1,50,4,1,1,156.524959321255
4564516,1,3,1,31,1,930929.4375,1,72,4,4,0,156.524959321255
4564517,1,3,0,34,3,962492,1,68,5,1,0,151.356146777887
4564518,1,1,0,27,1,1629600,1,40,6,2,0,266.173538473202
4564518,1,2,1,28,4,1200000,1,72,6,1,0,266.173538473202
4564519,1,1,1,43,4,5e+05,1,60,4,1,1,309.751757462494
4564520,1,1,1,49,4,2e+05,1,72,3,1,1,240.747740860715
4564522,1,1,1,48,1,1375833.375,1,60,6,5,0,310.310443651539
4564522,1,2,0,33,1,1225711,1,48,6,4,0,310.310443651539
4564523,1,1,1,30,4,2e+06,1,54,3,1,1,296.030223288913
4564523,1,2,0,29,4,160000,1,4,5,1,1,296.030223288913
4564524,1,1,1,31,1,1088044.375,1,48,4,4,0,193.458072034825
4564524,1,2,0,29,3,810242,1,48,6,1,0,193.458072034825
4564525,1,1,0,36,1,1031119.6875,1,48,5,5,0,302.186227146505
4564525,1,6,0,34,1,987119.6875,1,48,5,5,0,302.186227146505
4564526,1,1,1,60,4,8e+05,1,56,3,1,0,293.338433379047
4564527,1,1,1,31,1,1298211,1,48,6,4,0,296.030223288913
4564528,1,1,1,24,1,1070929.375,1,56,6,5,0,304.352609970631
4564529,1,1,1,59,4,1200000,1,48,3,1,1,260.347105450571
4564529,1,2,0,48,1,938211,1,48,5,5,0,260.347105450571
4564530,1,1,1,31,1,1261476.375,1,72,5,4,0,189.516287249731
4564530,1,3,0,65,4,4e+05,1,48,3,3,1,189.516287249731
4564530,1,2,0,27,1,1073666.625,1,42,5,5,0,189.516287249731
4564531,1,1,1,60,1,1925000,1,48,3,5,0,200.216458434037
4564531,1,3,0,35,1,1625000,1,50,6,5,0,200.216458434037
4564531,1,5,0,29,1,2308333.25,1,48,6,3,0,200.216458434037
4564532,1,3,1,29,1,869453,1,48,5,4,0,198.857219526689
4564532,1,2,0,26,3,7e+05,1,45,5,1,1,198.857219526689
4564532,1,1,1,26,1,869453,1,48,5,5,0,198.857219526689
4564533,1,1,0,33,1,919286.3125,1,55,5,5,0,257.274345067652
4564533,1,3,1,40,1,869453,1,48,5,3,0,257.274345067652
4564533,1,4,1,28,1,869453,1,48,5,4,0,257.274345067652
4564534,1,1,0,43,3,833333.3125,1,48,4,1,0,173.760583645548
4564534,1,3,1,19,1,833333.3125,1,48,6,5,0,173.760583645548
4564534,1,4,1,19,1,833333.3125,1,48,6,5,0,173.760583645548
4564535,1,1,1,28,1,1830000,1,60,5,5,0,251.893318110576
4564536,1,2,1,64,1,2e+05,1,40,3,2,1,285.685198757356
4564537,1,1,1,43,4,250000,1,48,5,1,1,222.507615178207
4564537,1,2,0,55,4,30000,1,5,5,1,1,222.507615178207
4564538,1,1,0,39,1,5e+05,1,48,5,2,1,198.415480655281
4564539,1,1,1,26,1,1058000,1,48,5,4,1,240.747740860715
4564540,1,1,1,30,1,1e+06,1,48,5,5,0,240.747740860715
4564541,1,1,1,36,1,925000,1,45,4,3,1,240.747740860715
4564542,1,1,1,25,1,954877.6875,1,48,5,5,0,266.173538473202
4564542,1,2,0,28,3,869453,1,48,6,1,0,266.173538473202
4564545,1,1,1,45,4,1e+06,1,50,4,1,1,228.930195053871
4564546,1,1,1,59,4,781242,1,56,6,4,1,285.685198757356
4564546,1,2,0,58,4,2500000,1,56,5,1,0,285.685198757356
4564549,1,1,1,50,1,1030000,1,63,5,2,1,222.507615178207
4564549,1,2,0,64,4,50000,1,10,5,1,1,222.507615178207
4564550,1,1,1,21,1,729166.6875,1,48,5,2,1,256.522375490483
4564550,1,3,0,19,1,781242,1,48,4,2,1,256.522375490483
4564551,1,1,1,47,1,1166666.625,1,70,3,5,0,240.747740860715
4564552,1,2,0,42,2,1350710.875,1,48,6,5,0,207.756412932239
4564552,1,1,1,38,4,1500000,1,60,6,4,0,207.756412932239
4564553,1,1,1,55,4,3e+05,1,42,3,1,1,290.167549196707
4564554,1,2,0,33,2,915000,1,45,6,5,0,300.969511374582
4564555,1,1,1,65,1,9e+05,1,70,3,2,1,293.338433379047
4564559,1,3,0,37,4,5e+05,1,52,5,1,1,252.693870828879
4564561,1,1,1,32,2,1980000,1,70,6,5,0,251.893318110576
4564562,1,1,1,36,1,949877.6875,1,66,3,2,1,306.617114349729
4564562,1,2,0,34,5,8e+05,1,60,3,2,1,306.617114349729
4564564,1,2,0,62,1,923929.4375,1,24,5,2,0,204.2674894957
4564564,1,1,0,63,4,4e+06,1,40,6,1,0,204.2674894957
4564564,1,3,1,32,1,3241666.75,1,48,6,5,0,204.2674894957
4564565,1,1,0,32,2,5625000,1,50,6,5,0,216.655606337789
4564566,1,1,0,41,5,1500000,1,35,5,2,1,193.458072034825
4564566,1,3,1,28,5,1500000,1,43,6,2,1,193.458072034825
4564567,1,2,0,40,1,5208333.5,1,40,6,5,0,324.590664014165
4564567,1,1,1,36,1,12400000,1,48,6,4,0,324.590664014165
4564569,1,2,0,44,1,1324687.375,1,40,6,4,0,273.067100232208
4564569,1,1,1,40,4,1200000,1,75,5,1,0,273.067100232208
4564570,1,2,1,32,1,4050000,1,55,6,5,0,189.516287249731
4564571,1,2,0,41,1,11500000,1,60,6,4,0,266.173538473202
4564571,1,1,1,40,1,10500000,1,60,6,5,0,266.173538473202
4564572,1,1,1,54,1,7541666.5,1,50,6,4,0,228.930195053871
4564572,1,2,0,53,1,5375000,1,48,6,5,0,228.930195053871
4564573,1,1,1,46,1,5255000,1,45,6,5,0,251.893318110576
4564573,1,2,0,35,4,2900000,1,34,6,5,0,251.893318110576
4564574,1,1,1,49,1,4033333.25,1,48,6,5,0,251.875197575788
4564574,1,2,0,41,1,3033333.25,1,36,6,5,0,251.875197575788
4564575,1,3,0,40,4,3e+06,1,30,6,1,0,242.106979768063
4564576,1,1,1,55,1,930929.4375,1,46,4,2,1,290.185669731495
4564578,1,1,1,41,1,1200000,1,60,3,5,1,251.893318110576
4564578,1,2,0,40,1,1200000,1,60,3,5,1,251.893318110576
4564579,1,2,0,27,1,930929.4375,1,48,5,5,0,200.103178310547
4564580,1,1,0,44,1,1888211,1,40,6,5,0,198.857219526689
4564580,1,2,1,47,4,1960000,1,54,5,4,1,198.857219526689
4564581,1,1,1,42,4,8e+05,1,72,3,1,0,222.507615178207
4564582,1,1,1,50,5,5e+06,1,55,6,2,0,204.044963095641
4564582,1,2,0,48,4,3500000,1,30,6,1,0,204.044963095641
4564583,1,1,1,28,4,8e+05,1,28,1,1,1,284.884646039052
4564584,1,1,0,40,4,1e+06,1,40,6,5,0,204.044963095641
4564585,1,1,0,39,4,8e+05,1,50,5,4,1,151.567550700799
4564585,1,2,1,27,4,8e+05,1,35,4,1,1,151.567550700799
4564585,1,4,0,32,4,8e+05,1,50,4,4,1,151.567550700799
4564585,1,5,1,27,4,8e+05,1,25,4,1,1,151.567550700799
4564586,1,1,1,47,1,1079877.625,1,58,6,4,0,320.897334712355
4564586,1,2,0,36,1,945166.6875,1,57,3,3,1,320.897334712355
4564587,1,1,1,67,4,1e+07,1,48,6,5,0,270.933996511387
4564587,1,2,0,47,1,5416666.5,1,48,6,5,0,270.933996511387
4564588,1,5,0,45,3,1e+06,1,50,5,1,0,291.599336085689
4564588,1,2,0,32,4,2.5e+07,1,100,6,1,0,291.599336085689
4564589,1,2,0,27,1,3491666.75,1,48,6,5,0,251.893318110576
4564589,1,1,1,33,2,3920666.75,1,108,6,5,0,251.893318110576
4564590,1,1,0,54,1,1352500,1,36,6,5,0,227.242497398605
4564590,1,2,0,21,4,9e+05,1,8,6,5,1,227.242497398605
4564591,1,1,1,36,4,8e+05,1,45,6,1,1,266.173538473202
4564591,1,2,0,33,1,6191666.5,1,40,6,5,0,266.173538473202
4564592,1,1,1,25,1,8e+05,1,24,5,3,1,251.893318110576
4564592,1,2,0,26,1,5e+05,1,15,5,3,1,251.893318110576
4564593,1,1,0,37,1,1020929.4375,1,40,5,4,0,271.361282042154
4564595,1,4,0,32,1,3558333.25,1,48,6,5,0,229.043475177361
4564595,1,3,1,33,1,941713.375,1,60,6,2,1,229.043475177361
4564595,1,1,1,56,5,3500000,1,70,4,2,1,229.043475177361
4564595,1,2,0,51,5,1e+06,1,70,6,2,1,229.043475177361
4564595,1,5,0,24,1,1743333.375,1,45,6,5,0,229.043475177361
4564596,1,3,1,38,1,5e+05,1,20,6,2,1,266.199114290989
4564597,1,1,0,35,1,1317811,1,48,5,5,0,275.072731878752
4564598,1,1,1,50,1,1625000,1,48,6,2,0,240.747740860715
4564599,1,1,1,57,4,2500000,1,40,6,1,1,293.338433379047
4564600,1,1,0,37,4,8e+05,1,54,4,1,1,257.081061679528
4564602,1,1,1,48,1,13083333,1,40,6,2,0,240.747740860715
4564603,1,2,0,20,4,8e+05,1,42,4,4,1,304.352609970631
4564603,1,1,1,24,1,822908.6875,1,50,3,2,0,304.352609970631
4564604,1,1,1,26,1,930929.4375,1,48,5,5,0,240.747740860715
4564605,1,1,1,41,1,3250000,1,43,6,5,0,207.756412932239
4564605,1,2,0,35,1,2041666.75,1,40,6,5,0,207.756412932239
4564606,1,1,0,25,1,1500000,1,48,6,3,0,216.655606337789
4564607,1,1,1,43,1,1078666.625,1,72,3,2,0,266.173538473202
4564608,1,2,0,49,1,930929.4375,1,48,5,4,0,218.343303993055
4564609,1,1,1,51,1,842718.4375,1,96,4,5,0,209.444110587505
4564609,1,3,1,25,1,930929.4375,1,48,6,5,0,209.444110587505
4564609,1,4,0,23,1,930929.4375,1,48,6,5,0,209.444110587505
4564610,1,1,1,44,1,1143211,1,72,4,5,0,320.897334712355
4564611,1,2,0,24,4,3e+05,1,12,3,1,1,339.608442278205
4564612,1,1,1,45,2,3262500,1,70,6,5,0,287.347320594834
4564612,1,2,0,28,1,1591500,1,48,5,2,0,287.347320594834
4564613,1,2,0,43,1,8e+06,1,40,6,5,0,218.883869647312
4564613,1,1,1,45,4,2e+06,1,40,6,1,0,218.883869647312
4564613,1,5,0,52,3,950000,1,40,4,1,0,218.883869647312
4564614,1,1,0,53,1,1070666.625,1,48,6,3,0,211.248755560408
4564615,1,1,1,37,1,1075000,1,55,5,5,0,266.173538473202
4564615,1,2,0,26,1,1458333.375,1,48,6,5,0,266.173538473202
4564616,1,1,1,45,1,1.5e+07,1,47,6,5,0,218.883869647312
4564616,1,5,0,54,3,966666.6875,1,45,5,1,0,218.883869647312
4564616,1,2,0,43,1,12500000,1,40,6,5,0,218.883869647312
4564619,1,1,1,26,1,1615083.375,1,48,5,4,1,240.747740860715
4564620,1,1,1,35,1,3013211,1,48,6,5,0,240.747740860715
4564621,1,2,0,35,1,11700000,1,40,6,5,0,207.756412932239
4564622,1,1,1,37,1,5958333.5,1,48,6,4,0,240.747740860715
4564623,1,1,1,27,1,833333.3125,1,70,5,5,0,276.760429534018
4564623,1,2,0,29,1,917211,1,48,6,3,0,276.760429534018
4564624,1,1,0,28,4,3500000,1,48,6,5,0,216.655606337789
4564625,1,1,1,45,5,9e+06,1,45,6,5,0,324.590664014165
4564625,1,2,0,35,1,4166666.75,1,45,6,5,0,324.590664014165
4564626,1,2,0,48,4,5e+05,1,4,6,1,0,266.173538473202
4564626,1,1,1,44,1,5375000,1,77,6,5,0,266.173538473202
4564627,1,1,1,24,1,842718.4375,1,48,4,2,0,246.494170618712
4564627,1,2,0,27,1,899053,1,48,5,4,0,246.494170618712
4564629,1,1,1,27,1,1e+06,1,48,4,3,1,339.608442278205
4564633,1,1,0,27,4,2e+05,1,21,5,2,1,290.612955262262
4564633,1,2,1,19,4,2e+06,1,48,6,1,1,290.612955262262
4564636,1,1,0,27,4,120000,1,24,6,2,1,216.655606337789
4564637,1,1,1,49,1,954877.6875,1,60,5,5,0,240.747740860715
4564639,1,1,1,52,1,8e+05,1,40,5,2,0,218.9019901821
4564640,1,1,1,59,4,250000,1,70,3,1,1,409.266304657732
4564640,1,2,0,53,1,930929.4375,1,72,3,2,0,409.266304657732
4564640,2,1,0,29,1,120000,1,12,4,5,1,409.266304657732
4564640,2,2,1,27,4,1200000,1,96,6,1,1,409.266304657732
4566981,1,1,1,48,1,3e+05,1,48,6,2,1,229.488881242916
4566981,1,2,0,25,1,7e+05,1,40,6,2,1,229.488881242916
4566981,1,4,0,21,1,1120000,1,48,5,3,1,229.488881242916
4566982,1,1,1,60,1,880000,1,72,4,2,1,293.338433379047
4566983,1,1,0,40,4,2380000,1,48,6,5,0,216.655606337789
4568349,1,1,1,52,4,1e+05,1,40,6,1,0,240.747740860715
4568350,1,3,1,40,1,3566666.75,1,40,6,5,0,204.2674894957
4568351,1,1,1,72,4,2e+05,1,30,4,1,0,233.207786362513
4568351,1,3,0,34,1,1562500,1,48,6,5,0,233.207786362513
4568351,1,4,1,29,1,1975000,1,48,6,5,0,233.207786362513
4568354,1,1,0,48,4,1250000,1,46,5,5,0,194.251169470129
4568354,1,3,0,26,1,1279877.625,1,48,6,4,0,194.251169470129
4568355,1,1,1,28,4,1e+06,1,40,5,1,1,225.616680228737
4568355,1,6,0,54,1,720000,1,40,5,2,1,225.616680228737
4568355,1,7,0,25,1,650000,1,48,5,2,1,225.616680228737
4568356,1,1,1,59,1,1496544.375,1,40,4,4,0,209.115651839587
4568356,1,2,0,60,4,8e+05,1,32,3,1,0,209.115651839587
4568356,1,3,0,31,1,954877.6875,1,40,6,5,0,209.115651839587
4568356,1,4,0,28,4,2e+05,1,40,6,5,1,209.115651839587
4568357,1,1,1,50,4,1e+06,1,72,6,1,1,174.765085003763
4568357,1,2,0,49,4,5e+06,1,48,6,5,0,174.765085003763
4568358,1,1,1,32,1,1891500,1,60,5,4,0,244.240083488884
4568358,1,2,0,33,1,1263333.375,1,48,5,2,0,244.240083488884
4568359,2,1,0,41,1,1786666.625,1,48,6,5,0,311.556402435398
4568360,1,1,1,66,4,6e+05,1,36,3,2,1,242.106979768063
4568360,1,2,0,65,4,6e+05,1,36,3,2,1,242.106979768063
4568361,1,2,1,36,1,1171544.375,1,48,5,4,0,315.691470608615
4568363,1,1,1,49,5,750000,1,48,5,2,1,193.458072034825
4568363,1,2,0,49,4,6e+05,1,48,5,1,1,193.458072034825
4568364,1,1,0,50,1,2846666.75,1,40,6,4,0,228.930195053871
4568364,1,2,1,25,1,1279877.625,1,40,6,5,0,228.930195053871
4568365,1,2,1,26,1,902786.3125,1,48,6,5,0,222.507615178207
4568366,1,3,1,27,1,1261666.625,1,48,6,4,0,266.199114290989
4568367,1,2,1,47,2,6933333.5,1,40,6,5,0,276.760429534018
4568367,1,1,0,41,5,1e+06,1,50,6,2,1,276.760429534018
4568368,1,3,1,55,1,1021544.3125,1,48,5,5,0,263.394042013185
4568368,1,4,0,31,1,1171544.375,1,48,5,5,0,263.394042013185
4568368,1,5,0,54,1,360000,1,35,4,2,1,263.394042013185
4568369,1,2,0,42,4,150000,1,66,4,1,1,266.173538473202
4568370,1,1,0,48,4,4e+05,1,72,3,1,1,260.792511516126
4568372,1,1,0,31,1,650000,1,48,6,2,1,156.966698192662
4568372,1,2,1,38,1,550000,1,48,5,2,1,156.966698192662
4568372,1,3,1,25,1,940000,1,48,5,2,1,156.966698192662
4568372,1,4,0,33,1,550000,1,40,5,3,1,156.966698192662
4568372,1,5,1,27,1,7e+05,1,48,5,2,1,156.966698192662
4568373,1,2,0,41,1,919453,1,48,6,5,0,256.832606196245
4568374,1,1,0,54,4,9e+05,1,40,5,5,0,216.655606337789
4568375,1,1,1,63,4,1500000,1,78,5,2,1,275.09830769654
4568375,1,2,0,57,4,1500000,1,60,5,2,1,275.09830769654
4568376,1,1,0,44,1,1045476.4375,1,30,6,4,0,260.774390981339
4568378,1,1,1,30,1,869453,1,54,4,2,1,240.747740860715
4568379,1,1,1,45,1,869453,1,48,3,2,1,240.747740860715
4568383,1,1,0,32,1,8e+05,1,48,5,2,1,246.494170618712
4568384,1,1,1,22,1,1388211,1,50,6,2,0,235.348593368851
4568385,1,1,0,67,4,5e+05,1,35,4,1,1,231.406808583758
4568386,1,1,1,35,1,840000,1,44,5,3,1,264.281186950148
4568386,1,3,1,60,4,6e+05,1,28,6,1,1,264.281186950148
4568386,1,4,0,33,1,420000,1,66,6,2,1,264.281186950148
4568386,2,2,1,29,1,1200000,1,72,4,2,1,264.281186950148
4568387,1,1,1,50,1,780000,1,50,5,2,1,160.466744106349
4568387,1,2,0,50,1,927786.375,1,48,5,2,0,160.466744106349
4568387,1,4,0,25,1,898619.6875,1,48,6,3,0,160.466744106349
4568388,1,2,1,35,1,975000,1,50,5,5,0,262.933070519947
4568389,1,1,1,59,1,869453,1,48,5,4,1,293.338433379047
4568391,1,1,1,23,1,961953,1,48,6,5,0,260.774390981339
4568391,1,2,0,26,1,961953,1,48,5,5,0,260.774390981339
4568392,1,1,1,37,4,9e+05,1,54,5,2,0,240.747740860715
4568394,1,1,1,33,1,1171544.375,1,48,3,2,0,368.168883003457
